time,tweet_text,wait_time,year,month,day,hour,dayofyear,week,weekday
2017-10-09 08:00:00-07:00,,0.0,2017,10,9,8,282,41,0
2017-10-09 09:00:00-07:00,,0.0,2017,10,9,9,282,41,0
2017-10-09 10:00:00-07:00,,0.0,2017,10,9,10,282,41,0
2017-10-09 11:00:00-07:00,,0.0,2017,10,9,11,282,41,0
2017-10-09 12:00:00-07:00,,0.0,2017,10,9,12,282,41,0
2017-10-09 13:00:00-07:00,,0.0,2017,10,9,13,282,41,0
2017-10-09 14:00:00-07:00,,0.0,2017,10,9,14,282,41,0
2017-10-09 15:00:00-07:00,,0.0,2017,10,9,15,282,41,0
2017-10-09 16:00:00-07:00,,0.0,2017,10,9,16,282,41,0
2017-10-09 17:00:00-07:00,,0.0,2017,10,9,17,282,41,0
2017-10-09 18:00:00-07:00,,0.0,2017,10,9,18,282,41,0
2017-10-09 19:00:00-07:00,,0.0,2017,10,9,19,282,41,0
2017-10-09 20:00:00-07:00,,0.0,2017,10,9,20,282,41,0
2017-10-09 21:00:00-07:00,,0.0,2017,10,9,21,282,41,0
2017-10-09 22:00:00-07:00,,0.0,2017,10,9,22,282,41,0
2017-10-09 23:00:00-07:00,,0.0,2017,10,9,23,282,41,0
2017-10-10 00:00:00-07:00,,0.0,2017,10,10,0,283,41,1
2017-10-10 01:00:00-07:00,,0.0,2017,10,10,1,283,41,1
2017-10-10 05:00:00-07:00,,0.0,2017,10,10,5,283,41,1
2017-10-10 06:00:00-07:00,,0.0,2017,10,10,6,283,41,1
2017-10-10 07:00:00-07:00,,0.0,2017,10,10,7,283,41,1
2017-10-10 08:00:00-07:00,,0.0,2017,10,10,8,283,41,1
2017-10-10 09:00:00-07:00,,0.0,2017,10,10,9,283,41,1
2017-10-10 10:00:00-07:00,,0.0,2017,10,10,10,283,41,1
2017-10-10 11:00:00-07:00,,0.0,2017,10,10,11,283,41,1
2017-10-10 12:00:00-07:00,,0.0,2017,10,10,12,283,41,1
2017-10-10 13:00:00-07:00,,0.0,2017,10,10,13,283,41,1
2017-10-10 14:00:00-07:00,,0.0,2017,10,10,14,283,41,1
2017-10-10 15:00:00-07:00,,0.0,2017,10,10,15,283,41,1
2017-10-10 16:00:00-07:00,,0.0,2017,10,10,16,283,41,1
2017-10-10 17:00:00-07:00,,0.0,2017,10,10,17,283,41,1
2017-10-10 18:00:00-07:00,,0.0,2017,10,10,18,283,41,1
2017-10-10 19:00:00-07:00,,0.0,2017,10,10,19,283,41,1
2017-10-10 20:00:00-07:00,,0.0,2017,10,10,20,283,41,1
2017-10-10 21:00:00-07:00,,0.0,2017,10,10,21,283,41,1
2017-10-10 22:00:00-07:00,,0.0,2017,10,10,22,283,41,1
2017-10-10 23:00:00-07:00,,0.0,2017,10,10,23,283,41,1
2017-10-11 00:00:00-07:00,,0.0,2017,10,11,0,284,41,2
2017-10-11 01:00:00-07:00,,0.0,2017,10,11,1,284,41,2
2017-10-11 05:00:00-07:00,,0.0,2017,10,11,5,284,41,2
2017-10-11 06:00:00-07:00,,0.0,2017,10,11,6,284,41,2
2017-10-11 07:00:00-07:00,,0.0,2017,10,11,7,284,41,2
2017-10-11 08:00:00-07:00,,0.0,2017,10,11,8,284,41,2
2017-10-11 09:00:00-07:00,,0.0,2017,10,11,9,284,41,2
2017-10-11 10:00:00-07:00,,0.0,2017,10,11,10,284,41,2
2017-10-11 11:00:00-07:00,,0.0,2017,10,11,11,284,41,2
2017-10-11 12:00:00-07:00,,0.0,2017,10,11,12,284,41,2
2017-10-11 13:00:00-07:00,,0.0,2017,10,11,13,284,41,2
2017-10-11 14:00:00-07:00,,0.0,2017,10,11,14,284,41,2
2017-10-11 15:00:00-07:00,,0.0,2017,10,11,15,284,41,2
2017-10-11 16:00:00-07:00,,0.0,2017,10,11,16,284,41,2
2017-10-11 17:00:00-07:00,,0.0,2017,10,11,17,284,41,2
2017-10-11 18:00:00-07:00,,0.0,2017,10,11,18,284,41,2
2017-10-11 19:00:00-07:00,,0.0,2017,10,11,19,284,41,2
2017-10-11 20:00:00-07:00,,0.0,2017,10,11,20,284,41,2
2017-10-11 21:00:00-07:00,,0.0,2017,10,11,21,284,41,2
2017-10-11 22:00:00-07:00,,0.0,2017,10,11,22,284,41,2
2017-10-11 23:00:00-07:00,,0.0,2017,10,11,23,284,41,2
2017-10-12 00:00:00-07:00,,0.0,2017,10,12,0,285,41,3
2017-10-12 01:00:00-07:00,,0.0,2017,10,12,1,285,41,3
2017-10-12 05:00:00-07:00,,0.0,2017,10,12,5,285,41,3
2017-10-12 06:00:00-07:00,,0.0,2017,10,12,6,285,41,3
2017-10-12 07:00:00-07:00,,0.0,2017,10,12,7,285,41,3
2017-10-12 08:00:00-07:00,,0.0,2017,10,12,8,285,41,3
2017-10-12 09:00:00-07:00,,0.0,2017,10,12,9,285,41,3
2017-10-12 10:00:00-07:00,,0.0,2017,10,12,10,285,41,3
2017-10-12 11:00:00-07:00,,0.0,2017,10,12,11,285,41,3
2017-10-12 12:00:00-07:00,,0.0,2017,10,12,12,285,41,3
2017-10-12 13:00:00-07:00,,0.0,2017,10,12,13,285,41,3
2017-10-12 14:00:00-07:00,,0.0,2017,10,12,14,285,41,3
2017-10-12 15:00:00-07:00,,0.0,2017,10,12,15,285,41,3
2017-10-12 16:00:00-07:00,,0.0,2017,10,12,16,285,41,3
2017-10-12 17:00:00-07:00,,0.0,2017,10,12,17,285,41,3
2017-10-12 18:00:00-07:00,,0.0,2017,10,12,18,285,41,3
2017-10-12 19:00:00-07:00,,0.0,2017,10,12,19,285,41,3
2017-10-12 20:00:00-07:00,,0.0,2017,10,12,20,285,41,3
2017-10-12 21:00:00-07:00,,0.0,2017,10,12,21,285,41,3
2017-10-12 22:00:00-07:00,,0.0,2017,10,12,22,285,41,3
2017-10-12 23:00:00-07:00,,0.0,2017,10,12,23,285,41,3
2017-10-13 00:00:00-07:00,,0.0,2017,10,13,0,286,41,4
2017-10-13 01:00:00-07:00,,0.0,2017,10,13,1,286,41,4
2017-10-13 05:00:00-07:00,,0.0,2017,10,13,5,286,41,4
2017-10-13 06:00:00-07:00,,0.0,2017,10,13,6,286,41,4
2017-10-13 07:00:00-07:00,,0.0,2017,10,13,7,286,41,4
2017-10-13 08:00:00-07:00,,0.0,2017,10,13,8,286,41,4
2017-10-13 09:00:00-07:00,,0.0,2017,10,13,9,286,41,4
2017-10-13 10:00:00-07:00,,0.0,2017,10,13,10,286,41,4
2017-10-13 11:00:00-07:00,,0.0,2017,10,13,11,286,41,4
2017-10-13 12:00:00-07:00,,0.0,2017,10,13,12,286,41,4
2017-10-13 13:00:00-07:00,,0.0,2017,10,13,13,286,41,4
2017-10-13 14:00:00-07:00,,0.0,2017,10,13,14,286,41,4
2017-10-13 15:00:00-07:00,,0.0,2017,10,13,15,286,41,4
2017-10-13 16:00:00-07:00,,0.0,2017,10,13,16,286,41,4
2017-10-13 17:00:00-07:00,extended wait in edmonds - 90 minutes,1.5,2017,10,13,17,286,41,4
2017-10-13 18:00:00-07:00,update - extended wait in edmonds - 2 hours,2.0,2017,10,13,18,286,41,4
2017-10-13 19:00:00-07:00,update - extended wait in edmonds - 2 hours,2.0,2017,10,13,19,286,41,4
2017-10-13 20:00:00-07:00,update - extended wait in edmonds - 2 hours,2.0,2017,10,13,20,286,41,4
2017-10-13 21:00:00-07:00,update - extended wait in edmonds - 1 hour,1.0,2017,10,13,21,286,41,4
2017-10-13 22:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,13,22,286,41,4
2017-10-13 23:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,13,23,286,41,4
2017-10-14 00:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,0,287,41,5
2017-10-14 01:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,1,287,41,5
2017-10-14 05:00:00-07:00,,0.0,2017,10,14,5,287,41,5
2017-10-14 06:00:00-07:00,,0.0,2017,10,14,6,287,41,5
2017-10-14 07:00:00-07:00,,0.0,2017,10,14,7,287,41,5
2017-10-14 08:00:00-07:00,,0.0,2017,10,14,8,287,41,5
2017-10-14 09:00:00-07:00,,0.0,2017,10,14,9,287,41,5
2017-10-14 10:00:00-07:00,,0.0,2017,10,14,10,287,41,5
2017-10-14 11:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,11,287,41,5
2017-10-14 12:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,12,287,41,5
2017-10-14 13:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,13,287,41,5
2017-10-14 14:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,14,287,41,5
2017-10-14 15:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,15,287,41,5
2017-10-14 16:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,16,287,41,5
2017-10-14 17:00:00-07:00,edmonds terminal wait time - 90 minutes,1.5,2017,10,14,17,287,41,5
2017-10-14 18:00:00-07:00,update - edmonds terminal wait time - 1 hour,1.0,2017,10,14,18,287,41,5
2017-10-14 19:00:00-07:00,update - edmonds terminal wait time - 1 hour,1.0,2017,10,14,19,287,41,5
2017-10-14 20:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,20,287,41,5
2017-10-14 21:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,21,287,41,5
2017-10-14 22:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,22,287,41,5
2017-10-14 23:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,14,23,287,41,5
2017-10-15 00:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,15,0,288,41,6
2017-10-15 01:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,15,1,288,41,6
2017-10-15 05:00:00-07:00,,0.0,2017,10,15,5,288,41,6
2017-10-15 06:00:00-07:00,,0.0,2017,10,15,6,288,41,6
2017-10-15 07:00:00-07:00,,0.0,2017,10,15,7,288,41,6
2017-10-15 08:00:00-07:00,,0.0,2017,10,15,8,288,41,6
2017-10-15 09:00:00-07:00,,0.0,2017,10,15,9,288,41,6
2017-10-15 10:00:00-07:00,,0.0,2017,10,15,10,288,41,6
2017-10-15 11:00:00-07:00,,0.0,2017,10,15,11,288,41,6
2017-10-15 12:00:00-07:00,,0.0,2017,10,15,12,288,41,6
2017-10-15 13:00:00-07:00,,0.0,2017,10,15,13,288,41,6
2017-10-15 14:00:00-07:00,,0.0,2017,10,15,14,288,41,6
2017-10-15 15:00:00-07:00,,0.0,2017,10,15,15,288,41,6
2017-10-15 16:00:00-07:00,,0.0,2017,10,15,16,288,41,6
2017-10-15 17:00:00-07:00,,0.0,2017,10,15,17,288,41,6
2017-10-15 18:00:00-07:00,,0.0,2017,10,15,18,288,41,6
2017-10-15 19:00:00-07:00,,0.0,2017,10,15,19,288,41,6
2017-10-15 20:00:00-07:00,,0.0,2017,10,15,20,288,41,6
2017-10-15 21:00:00-07:00,,0.0,2017,10,15,21,288,41,6
2017-10-15 22:00:00-07:00,,0.0,2017,10,15,22,288,41,6
2017-10-15 23:00:00-07:00,,0.0,2017,10,15,23,288,41,6
2017-10-16 00:00:00-07:00,,0.0,2017,10,16,0,289,42,0
2017-10-16 01:00:00-07:00,,0.0,2017,10,16,1,289,42,0
2017-10-16 05:00:00-07:00,,0.0,2017,10,16,5,289,42,0
2017-10-16 06:00:00-07:00,,0.0,2017,10,16,6,289,42,0
2017-10-16 07:00:00-07:00,,0.0,2017,10,16,7,289,42,0
2017-10-16 08:00:00-07:00,,0.0,2017,10,16,8,289,42,0
2017-10-16 09:00:00-07:00,,0.0,2017,10,16,9,289,42,0
2017-10-16 10:00:00-07:00,,0.0,2017,10,16,10,289,42,0
2017-10-16 11:00:00-07:00,,0.0,2017,10,16,11,289,42,0
2017-10-16 12:00:00-07:00,,0.0,2017,10,16,12,289,42,0
2017-10-16 13:00:00-07:00,,0.0,2017,10,16,13,289,42,0
2017-10-16 14:00:00-07:00,,0.0,2017,10,16,14,289,42,0
2017-10-16 15:00:00-07:00,,0.0,2017,10,16,15,289,42,0
2017-10-16 16:00:00-07:00,,0.0,2017,10,16,16,289,42,0
2017-10-16 17:00:00-07:00,,0.0,2017,10,16,17,289,42,0
2017-10-16 18:00:00-07:00,,0.0,2017,10,16,18,289,42,0
2017-10-16 19:00:00-07:00,,0.0,2017,10,16,19,289,42,0
2017-10-16 20:00:00-07:00,,0.0,2017,10,16,20,289,42,0
2017-10-16 21:00:00-07:00,,0.0,2017,10,16,21,289,42,0
2017-10-16 22:00:00-07:00,,0.0,2017,10,16,22,289,42,0
2017-10-16 23:00:00-07:00,,0.0,2017,10,16,23,289,42,0
2017-10-17 00:00:00-07:00,,0.0,2017,10,17,0,290,42,1
2017-10-17 01:00:00-07:00,,0.0,2017,10,17,1,290,42,1
2017-10-17 05:00:00-07:00,,0.0,2017,10,17,5,290,42,1
2017-10-17 06:00:00-07:00,,0.0,2017,10,17,6,290,42,1
2017-10-17 07:00:00-07:00,,0.0,2017,10,17,7,290,42,1
2017-10-17 08:00:00-07:00,,0.0,2017,10,17,8,290,42,1
2017-10-17 09:00:00-07:00,,0.0,2017,10,17,9,290,42,1
2017-10-17 10:00:00-07:00,,0.0,2017,10,17,10,290,42,1
2017-10-17 11:00:00-07:00,,0.0,2017,10,17,11,290,42,1
2017-10-17 12:00:00-07:00,,0.0,2017,10,17,12,290,42,1
2017-10-17 13:00:00-07:00,,0.0,2017,10,17,13,290,42,1
2017-10-17 14:00:00-07:00,,0.0,2017,10,17,14,290,42,1
2017-10-17 15:00:00-07:00,,0.0,2017,10,17,15,290,42,1
2017-10-17 16:00:00-07:00,,0.0,2017,10,17,16,290,42,1
2017-10-17 17:00:00-07:00,,0.0,2017,10,17,17,290,42,1
2017-10-17 18:00:00-07:00,,0.0,2017,10,17,18,290,42,1
2017-10-17 19:00:00-07:00,,0.0,2017,10,17,19,290,42,1
2017-10-17 20:00:00-07:00,,0.0,2017,10,17,20,290,42,1
2017-10-17 21:00:00-07:00,,0.0,2017,10,17,21,290,42,1
2017-10-17 22:00:00-07:00,,0.0,2017,10,17,22,290,42,1
2017-10-17 23:00:00-07:00,,0.0,2017,10,17,23,290,42,1
2017-10-18 00:00:00-07:00,,0.0,2017,10,18,0,291,42,2
2017-10-18 01:00:00-07:00,,0.0,2017,10,18,1,291,42,2
2017-10-18 05:00:00-07:00,,0.0,2017,10,18,5,291,42,2
2017-10-18 06:00:00-07:00,,0.0,2017,10,18,6,291,42,2
2017-10-18 07:00:00-07:00,,0.0,2017,10,18,7,291,42,2
2017-10-18 08:00:00-07:00,,0.0,2017,10,18,8,291,42,2
2017-10-18 09:00:00-07:00,,0.0,2017,10,18,9,291,42,2
2017-10-18 10:00:00-07:00,,0.0,2017,10,18,10,291,42,2
2017-10-18 11:00:00-07:00,,0.0,2017,10,18,11,291,42,2
2017-10-18 12:00:00-07:00,,0.0,2017,10,18,12,291,42,2
2017-10-18 13:00:00-07:00,,0.0,2017,10,18,13,291,42,2
2017-10-18 14:00:00-07:00,,0.0,2017,10,18,14,291,42,2
2017-10-18 15:00:00-07:00,,0.0,2017,10,18,15,291,42,2
2017-10-18 16:00:00-07:00,,0.0,2017,10,18,16,291,42,2
2017-10-18 17:00:00-07:00,,0.0,2017,10,18,17,291,42,2
2017-10-18 18:00:00-07:00,,0.0,2017,10,18,18,291,42,2
2017-10-18 19:00:00-07:00,,0.0,2017,10,18,19,291,42,2
2017-10-18 20:00:00-07:00,,0.0,2017,10,18,20,291,42,2
2017-10-18 21:00:00-07:00,,0.0,2017,10,18,21,291,42,2
2017-10-18 22:00:00-07:00,,0.0,2017,10,18,22,291,42,2
2017-10-18 23:00:00-07:00,,0.0,2017,10,18,23,291,42,2
2017-10-19 00:00:00-07:00,,0.0,2017,10,19,0,292,42,3
2017-10-19 01:00:00-07:00,,0.0,2017,10,19,1,292,42,3
2017-10-19 05:00:00-07:00,,0.0,2017,10,19,5,292,42,3
2017-10-19 06:00:00-07:00,,0.0,2017,10,19,6,292,42,3
2017-10-19 07:00:00-07:00,,0.0,2017,10,19,7,292,42,3
2017-10-19 08:00:00-07:00,,0.0,2017,10,19,8,292,42,3
2017-10-19 09:00:00-07:00,,0.0,2017,10,19,9,292,42,3
2017-10-19 10:00:00-07:00,,0.0,2017,10,19,10,292,42,3
2017-10-19 11:00:00-07:00,,0.0,2017,10,19,11,292,42,3
2017-10-19 12:00:00-07:00,,0.0,2017,10,19,12,292,42,3
2017-10-19 13:00:00-07:00,,0.0,2017,10,19,13,292,42,3
2017-10-19 14:00:00-07:00,,0.0,2017,10,19,14,292,42,3
2017-10-19 15:00:00-07:00,,0.0,2017,10,19,15,292,42,3
2017-10-19 16:00:00-07:00,,0.0,2017,10,19,16,292,42,3
2017-10-19 17:00:00-07:00,,0.0,2017,10,19,17,292,42,3
2017-10-19 18:00:00-07:00,,0.0,2017,10,19,18,292,42,3
2017-10-19 19:00:00-07:00,,0.0,2017,10,19,19,292,42,3
2017-10-19 20:00:00-07:00,,0.0,2017,10,19,20,292,42,3
2017-10-19 21:00:00-07:00,,0.0,2017,10,19,21,292,42,3
2017-10-19 22:00:00-07:00,,0.0,2017,10,19,22,292,42,3
2017-10-19 23:00:00-07:00,,0.0,2017,10,19,23,292,42,3
2017-10-20 00:00:00-07:00,,0.0,2017,10,20,0,293,42,4
2017-10-20 01:00:00-07:00,,0.0,2017,10,20,1,293,42,4
2017-10-20 05:00:00-07:00,,0.0,2017,10,20,5,293,42,4
2017-10-20 06:00:00-07:00,,0.0,2017,10,20,6,293,42,4
2017-10-20 07:00:00-07:00,,0.0,2017,10,20,7,293,42,4
2017-10-20 08:00:00-07:00,,0.0,2017,10,20,8,293,42,4
2017-10-20 09:00:00-07:00,,0.0,2017,10,20,9,293,42,4
2017-10-20 10:00:00-07:00,,0.0,2017,10,20,10,293,42,4
2017-10-20 11:00:00-07:00,,0.0,2017,10,20,11,293,42,4
2017-10-20 12:00:00-07:00,,0.0,2017,10,20,12,293,42,4
2017-10-20 13:00:00-07:00,,0.0,2017,10,20,13,293,42,4
2017-10-20 14:00:00-07:00,,0.0,2017,10,20,14,293,42,4
2017-10-20 15:00:00-07:00,,0.0,2017,10,20,15,293,42,4
2017-10-20 16:00:00-07:00,update - extended wait in edmonds - 90 min,1.5,2017,10,20,16,293,42,4
2017-10-20 17:00:00-07:00,update - extended wait in edmonds - 90 min,1.5,2017,10,20,17,293,42,4
2017-10-20 18:00:00-07:00,update - extended wait in edmonds - 90 min,1.5,2017,10,20,18,293,42,4
2017-10-20 19:00:00-07:00,update - extended wait in edmonds - 90 min,1.5,2017,10,20,19,293,42,4
2017-10-20 20:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,20,20,293,42,4
2017-10-20 21:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,20,21,293,42,4
2017-10-20 22:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,20,22,293,42,4
2017-10-20 23:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,20,23,293,42,4
2017-10-21 00:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,21,0,294,42,5
2017-10-21 01:00:00-07:00,update - no extended wait in edmonds,0.0,2017,10,21,1,294,42,5
2017-10-21 05:00:00-07:00,,0.0,2017,10,21,5,294,42,5
2017-10-21 06:00:00-07:00,,0.0,2017,10,21,6,294,42,5
2017-10-21 07:00:00-07:00,,0.0,2017,10,21,7,294,42,5
2017-10-21 08:00:00-07:00,,0.0,2017,10,21,8,294,42,5
2017-10-21 09:00:00-07:00,,0.0,2017,10,21,9,294,42,5
2017-10-21 10:00:00-07:00,,0.0,2017,10,21,10,294,42,5
2017-10-21 11:00:00-07:00,,0.0,2017,10,21,11,294,42,5
2017-10-21 12:00:00-07:00,,0.0,2017,10,21,12,294,42,5
2017-10-21 13:00:00-07:00,,0.0,2017,10,21,13,294,42,5
2017-10-21 14:00:00-07:00,,0.0,2017,10,21,14,294,42,5
2017-10-21 15:00:00-07:00,,0.0,2017,10,21,15,294,42,5
2017-10-21 16:00:00-07:00,,0.0,2017,10,21,16,294,42,5
2017-10-21 17:00:00-07:00,,0.0,2017,10,21,17,294,42,5
2017-10-21 18:00:00-07:00,,0.0,2017,10,21,18,294,42,5
2017-10-21 19:00:00-07:00,,0.0,2017,10,21,19,294,42,5
2017-10-21 20:00:00-07:00,,0.0,2017,10,21,20,294,42,5
2017-10-21 21:00:00-07:00,,0.0,2017,10,21,21,294,42,5
2017-10-21 22:00:00-07:00,,0.0,2017,10,21,22,294,42,5
2017-10-21 23:00:00-07:00,,0.0,2017,10,21,23,294,42,5
2017-10-22 00:00:00-07:00,,0.0,2017,10,22,0,295,42,6
2017-10-22 01:00:00-07:00,,0.0,2017,10,22,1,295,42,6
2017-10-22 05:00:00-07:00,,0.0,2017,10,22,5,295,42,6
2017-10-22 06:00:00-07:00,,0.0,2017,10,22,6,295,42,6
2017-10-22 07:00:00-07:00,,0.0,2017,10,22,7,295,42,6
2017-10-22 08:00:00-07:00,,0.0,2017,10,22,8,295,42,6
2017-10-22 09:00:00-07:00,,0.0,2017,10,22,9,295,42,6
2017-10-22 10:00:00-07:00,,0.0,2017,10,22,10,295,42,6
2017-10-22 11:00:00-07:00,,0.0,2017,10,22,11,295,42,6
2017-10-22 12:00:00-07:00,,0.0,2017,10,22,12,295,42,6
2017-10-22 13:00:00-07:00,,0.0,2017,10,22,13,295,42,6
2017-10-22 14:00:00-07:00,,0.0,2017,10,22,14,295,42,6
2017-10-22 15:00:00-07:00,,0.0,2017,10,22,15,295,42,6
2017-10-22 16:00:00-07:00,,0.0,2017,10,22,16,295,42,6
2017-10-22 17:00:00-07:00,,0.0,2017,10,22,17,295,42,6
2017-10-22 18:00:00-07:00,,0.0,2017,10,22,18,295,42,6
2017-10-22 19:00:00-07:00,,0.0,2017,10,22,19,295,42,6
2017-10-22 20:00:00-07:00,,0.0,2017,10,22,20,295,42,6
2017-10-22 21:00:00-07:00,,0.0,2017,10,22,21,295,42,6
2017-10-22 22:00:00-07:00,,0.0,2017,10,22,22,295,42,6
2017-10-22 23:00:00-07:00,,0.0,2017,10,22,23,295,42,6
2017-10-23 00:00:00-07:00,,0.0,2017,10,23,0,296,43,0
2017-10-23 01:00:00-07:00,,0.0,2017,10,23,1,296,43,0
2017-10-23 05:00:00-07:00,,0.0,2017,10,23,5,296,43,0
2017-10-23 06:00:00-07:00,,0.0,2017,10,23,6,296,43,0
2017-10-23 07:00:00-07:00,,0.0,2017,10,23,7,296,43,0
2017-10-23 08:00:00-07:00,,0.0,2017,10,23,8,296,43,0
2017-10-23 09:00:00-07:00,,0.0,2017,10,23,9,296,43,0
2017-10-23 10:00:00-07:00,,0.0,2017,10,23,10,296,43,0
2017-10-23 11:00:00-07:00,,0.0,2017,10,23,11,296,43,0
2017-10-23 12:00:00-07:00,,0.0,2017,10,23,12,296,43,0
2017-10-23 13:00:00-07:00,,0.0,2017,10,23,13,296,43,0
2017-10-23 14:00:00-07:00,,0.0,2017,10,23,14,296,43,0
2017-10-23 15:00:00-07:00,,0.0,2017,10,23,15,296,43,0
2017-10-23 16:00:00-07:00,,0.0,2017,10,23,16,296,43,0
2017-10-23 17:00:00-07:00,,0.0,2017,10,23,17,296,43,0
2017-10-23 18:00:00-07:00,,0.0,2017,10,23,18,296,43,0
2017-10-23 19:00:00-07:00,,0.0,2017,10,23,19,296,43,0
2017-10-23 20:00:00-07:00,,0.0,2017,10,23,20,296,43,0
2017-10-23 21:00:00-07:00,,0.0,2017,10,23,21,296,43,0
2017-10-23 22:00:00-07:00,,0.0,2017,10,23,22,296,43,0
2017-10-23 23:00:00-07:00,,0.0,2017,10,23,23,296,43,0
2017-10-24 00:00:00-07:00,,0.0,2017,10,24,0,297,43,1
2017-10-24 01:00:00-07:00,,0.0,2017,10,24,1,297,43,1
2017-10-24 05:00:00-07:00,,0.0,2017,10,24,5,297,43,1
2017-10-24 06:00:00-07:00,,0.0,2017,10,24,6,297,43,1
2017-10-24 07:00:00-07:00,,0.0,2017,10,24,7,297,43,1
2017-10-24 08:00:00-07:00,,0.0,2017,10,24,8,297,43,1
2017-10-24 09:00:00-07:00,,0.0,2017,10,24,9,297,43,1
2017-10-24 10:00:00-07:00,,0.0,2017,10,24,10,297,43,1
2017-10-24 11:00:00-07:00,,0.0,2017,10,24,11,297,43,1
2017-10-24 12:00:00-07:00,,0.0,2017,10,24,12,297,43,1
2017-10-24 13:00:00-07:00,,0.0,2017,10,24,13,297,43,1
2017-10-24 14:00:00-07:00,,0.0,2017,10,24,14,297,43,1
2017-10-24 15:00:00-07:00,,0.0,2017,10,24,15,297,43,1
2017-10-24 16:00:00-07:00,,0.0,2017,10,24,16,297,43,1
2017-10-24 17:00:00-07:00,,0.0,2017,10,24,17,297,43,1
2017-10-24 18:00:00-07:00,,0.0,2017,10,24,18,297,43,1
2017-10-24 19:00:00-07:00,,0.0,2017,10,24,19,297,43,1
2017-10-24 20:00:00-07:00,,0.0,2017,10,24,20,297,43,1
2017-10-24 21:00:00-07:00,,0.0,2017,10,24,21,297,43,1
2017-10-24 22:00:00-07:00,,0.0,2017,10,24,22,297,43,1
2017-10-24 23:00:00-07:00,,0.0,2017,10,24,23,297,43,1
2017-10-25 00:00:00-07:00,,0.0,2017,10,25,0,298,43,2
2017-10-25 01:00:00-07:00,,0.0,2017,10,25,1,298,43,2
2017-10-25 05:00:00-07:00,,0.0,2017,10,25,5,298,43,2
2017-10-25 06:00:00-07:00,,0.0,2017,10,25,6,298,43,2
2017-10-25 07:00:00-07:00,,0.0,2017,10,25,7,298,43,2
2017-10-25 08:00:00-07:00,,0.0,2017,10,25,8,298,43,2
2017-10-25 09:00:00-07:00,,0.0,2017,10,25,9,298,43,2
2017-10-25 10:00:00-07:00,,0.0,2017,10,25,10,298,43,2
2017-10-25 11:00:00-07:00,,0.0,2017,10,25,11,298,43,2
2017-10-25 12:00:00-07:00,,0.0,2017,10,25,12,298,43,2
2017-10-25 13:00:00-07:00,,0.0,2017,10,25,13,298,43,2
2017-10-25 14:00:00-07:00,,0.0,2017,10,25,14,298,43,2
2017-10-25 15:00:00-07:00,,0.0,2017,10,25,15,298,43,2
2017-10-25 16:00:00-07:00,,0.0,2017,10,25,16,298,43,2
2017-10-25 17:00:00-07:00,,0.0,2017,10,25,17,298,43,2
2017-10-25 18:00:00-07:00,,0.0,2017,10,25,18,298,43,2
2017-10-25 19:00:00-07:00,,0.0,2017,10,25,19,298,43,2
2017-10-25 20:00:00-07:00,,0.0,2017,10,25,20,298,43,2
2017-10-25 21:00:00-07:00,,0.0,2017,10,25,21,298,43,2
2017-10-25 22:00:00-07:00,,0.0,2017,10,25,22,298,43,2
2017-10-25 23:00:00-07:00,,0.0,2017,10,25,23,298,43,2
2017-10-26 00:00:00-07:00,,0.0,2017,10,26,0,299,43,3
2017-10-26 01:00:00-07:00,,0.0,2017,10,26,1,299,43,3
2017-10-26 05:00:00-07:00,,0.0,2017,10,26,5,299,43,3
2017-10-26 06:00:00-07:00,,0.0,2017,10,26,6,299,43,3
2017-10-26 07:00:00-07:00,,0.0,2017,10,26,7,299,43,3
2017-10-26 08:00:00-07:00,,0.0,2017,10,26,8,299,43,3
2017-10-26 09:00:00-07:00,,0.0,2017,10,26,9,299,43,3
2017-10-26 10:00:00-07:00,,0.0,2017,10,26,10,299,43,3
2017-10-26 11:00:00-07:00,,0.0,2017,10,26,11,299,43,3
2017-10-26 12:00:00-07:00,,0.0,2017,10,26,12,299,43,3
2017-10-26 13:00:00-07:00,,0.0,2017,10,26,13,299,43,3
2017-10-26 14:00:00-07:00,,0.0,2017,10,26,14,299,43,3
